txn_id,chargeback_count,chargeback_amount,open_chargebacks,critical_chargebacks,max_chargeback_severity
TXN00009979,2,2678.0099999999998,1,0,MEDIUM
TXN00009981,1,1850.41,0,0,HIGH
TXN00009985,1,4262.78,1,0,LOW
TXN00009994,1,477.68,1,0,MEDIUM
TXN00009997,1,,0,0,MEDIUM
TXN00010007,1,2021.11,1,0,LOW
TXN00010013,1,314.65,1,0,HIGH
TXN00010018,1,,1,0,LOW
TXN00010034,1,305.0,1,1,CRITICAL
TXN00010035,1,7882.54,1,0,MEDIUM
TXN00010046,1,6572.39,0,0,MEDIUM
TXN00010055,1,3918.28,0,0,MEDIUM
TXN00010063,2,219.86,2,0,MEDIUM
TXN00010065,1,4146.46,0,0,LOW
TXN00010068,1,2128.78,1,0,LOW
TXN00010080,1,824.94,0,0,MEDIUM
TXN00010089,1,,1,0,LOW
TXN00010092,1,1533.39,1,0,LOW
TXN00010095,1,1820.01,0,0,LOW
TXN00010097,1,12885.17,1,0,LOW
TXN00010104,1,1912.26,1,0,HIGH
TXN00010126,1,1107.77,1,0,LOW
TXN00010146,1,2637.93,1,0,MEDIUM
TXN00010149,1,,1,1,CRITICAL
TXN00010167,1,,1,0,MEDIUM
TXN00010170,2,,0,0,MEDIUM
TXN00010177,1,690.45,1,0,HIGH
TXN00010182,1,1252.47,0,0,LOW
TXN00010193,1,,0,0,MEDIUM
TXN00010196,1,852.0,0,0,HIGH
TXN00010199,1,3450.0,1,0,HIGH
TXN00010202,1,1328.22,1,0,LOW
TXN00010208,1,687.82,1,0,LOW
TXN00010215,1,6899.7,1,0,MEDIUM
TXN00010218,2,2014.18,0,0,MEDIUM
TXN00010219,1,9344.29,1,0,HIGH
TXN00010220,2,8292.48,0,0,LOW
TXN00010227,1,258.0,0,0,HIGH
TXN00010231,1,,0,0,MEDIUM
TXN00010238,1,581.0,1,0,MEDIUM
TXN00010243,1,1043.0,0,0,LOW
TXN00010250,1,,1,0,LOW
TXN00010278,1,,0,0,HIGH
TXN00010287,1,852.14,0,1,CRITICAL
TXN00010292,1,982.39,1,0,MEDIUM
TXN00010298,1,534.44,1,1,CRITICAL
TXN00010316,1,1419.0,1,0,HIGH
TXN00010337,1,2203.0,1,0,LOW
TXN00010340,1,8382.0,1,0,MEDIUM
TXN00010355,1,,0,0,HIGH
TXN00010356,1,2359.0,0,0,HIGH
TXN00010362,1,721.17,1,0,MEDIUM
TXN00010372,1,307.0,1,1,CRITICAL
TXN00010376,1,3789.0,1,0,MEDIUM
TXN00010383,1,4163.19,0,0,LOW
TXN00010384,1,2047.46,1,0,MEDIUM
TXN00010389,2,,0,0,LOW
TXN00010395,1,4273.42,1,0,HIGH
TXN00010422,1,2144.03,0,0,MEDIUM
TXN00010423,1,1285.39,0,0,LOW
TXN00010428,1,2580.03,1,0,HIGH
TXN00010429,1,4066.0,1,0,LOW
TXN00010436,1,509.15,0,0,MEDIUM
TXN00010448,1,,0,0,HIGH
TXN00010449,1,1852.3,0,0,LOW
TXN00010450,1,1024.0,1,0,MEDIUM
TXN00010454,2,3025.25,1,0,LOW
TXN00010457,1,2161.39,1,1,CRITICAL
TXN00010461,1,300.44,1,0,LOW
TXN00010462,1,4246.38,0,0,LOW
TXN00010463,1,,1,0,MEDIUM
TXN00010478,2,3506.74,2,0,MEDIUM
TXN00010479,1,3691.3,0,0,MEDIUM
TXN00010497,1,1549.8,1,0,MEDIUM
TXN00010499,1,4579.0,1,0,LOW
TXN00010509,2,3420.75,2,0,HIGH
TXN00010511,1,12071.05,0,0,LOW
TXN00010512,2,3320.47,2,0,MEDIUM
TXN00010523,1,907.87,1,0,HIGH
TXN00010530,1,7652.76,1,0,HIGH
TXN00010549,1,6630.73,1,0,HIGH
TXN00010561,1,865.55,0,0,LOW
TXN00010566,1,3265.07,0,0,MEDIUM
TXN00010572,1,1964.0,0,0,HIGH
TXN00010601,1,1363.12,0,0,MEDIUM
TXN00010606,1,13028.67,0,0,HIGH
TXN00010607,1,397.65,0,0,HIGH
TXN00010611,1,1248.48,0,0,HIGH
TXN00010627,1,,0,0,LOW
TXN00010641,1,9500.5,1,1,CRITICAL
TXN00010646,2,12234.17,2,1,CRITICAL
TXN00010651,1,,1,0,HIGH
TXN00010659,1,,0,0,LOW
TXN00010666,1,1349.33,0,0,LOW
TXN00010667,1,276.61,1,0,LOW
TXN00010668,1,1305.45,1,0,MEDIUM
TXN00010672,1,2072.0,0,0,MEDIUM
TXN00010675,1,268.44,1,0,MEDIUM
TXN00010686,1,1379.0,0,1,CRITICAL
TXN00010691,1,518.38,0,0,MEDIUM
TXN00010699,1,428.88,1,1,CRITICAL
TXN00010700,1,393.01,1,0,MEDIUM
TXN00010702,1,3717.71,0,0,LOW
TXN00010704,1,2880.65,1,0,LOW
TXN00010709,1,372.66,0,0,MEDIUM
TXN00010731,1,1916.0,0,0,LOW
TXN00010744,1,748.64,0,0,MEDIUM
TXN00010745,1,,0,1,CRITICAL
TXN00010749,1,,1,0,LOW
TXN00010750,1,2928.89,0,0,MEDIUM
TXN00010760,1,1471.98,1,0,MEDIUM
TXN00010766,1,2510.0,1,0,LOW
TXN00010784,1,782.96,1,0,HIGH
TXN00010786,1,,0,0,MEDIUM
TXN00010792,1,923.46,1,0,LOW
TXN00010795,1,,1,0,LOW
TXN00010803,1,7913.77,1,0,MEDIUM
TXN00010810,2,1377.31,1,0,MEDIUM
TXN00010811,1,1744.0,0,0,HIGH
TXN00010812,2,3506.0,2,0,LOW
TXN00010816,1,1622.49,1,1,CRITICAL
TXN00010823,1,,1,0,MEDIUM
TXN00010832,1,1882.0,1,0,LOW
TXN00010834,1,1750.36,1,0,MEDIUM
TXN00010837,1,3555.94,0,0,LOW
TXN00010858,2,1248.0,2,0,MEDIUM
TXN00010864,1,2891.42,1,1,CRITICAL
TXN00010883,1,2301.28,0,1,CRITICAL
TXN00010888,1,925.14,0,0,LOW
TXN00010897,1,5022.43,1,0,HIGH
TXN00010902,1,3801.16,0,0,MEDIUM
TXN00010908,1,608.69,0,0,LOW
TXN00010916,1,2538.37,0,0,LOW
TXN00010920,2,5841.83,1,0,MEDIUM
TXN00010928,1,1538.0,0,0,HIGH
TXN00010938,1,4425.22,1,0,LOW
TXN00010946,1,562.29,0,0,HIGH
TXN00010949,1,2673.31,0,0,MEDIUM
TXN00010961,1,1126.18,0,0,LOW
TXN00010969,1,1918.05,1,0,LOW
TXN00010998,3,3715.73,1,2,CRITICAL
TXN00011027,3,8352.0,3,0,MEDIUM
TXN00011048,1,946.11,0,0,LOW
TXN00011061,1,,0,0,LOW
TXN00011080,2,5154.57,0,0,MEDIUM
TXN00011096,1,825.0,0,0,MEDIUM
TXN00011102,1,1825.45,1,0,LOW
TXN00011103,1,5968.43,0,0,LOW
TXN00011115,1,3037.16,1,0,LOW
TXN00011129,1,4888.42,0,0,MEDIUM
TXN00011136,1,,0,0,MEDIUM
TXN00011140,1,1790.94,1,0,MEDIUM
TXN00011141,2,2932.58,0,0,MEDIUM
TXN00011148,1,745.95,1,0,LOW
TXN00011150,1,3344.0,0,0,MEDIUM
TXN00011157,1,,1,0,MEDIUM
TXN00011160,1,1773.89,0,0,LOW
TXN00011168,1,5239.53,0,0,MEDIUM
TXN00011174,1,2412.7,1,0,MEDIUM
TXN00011204,1,,0,0,HIGH
TXN00011206,1,,0,0,LOW
TXN00011208,1,729.47,0,0,HIGH
TXN00011210,1,1853.91,1,0,MEDIUM
TXN00011212,1,,0,0,MEDIUM
TXN00011213,1,1071.93,0,0,LOW
TXN00011216,1,,0,1,CRITICAL
TXN00011228,1,9827.0,1,0,LOW
TXN00011230,1,,1,0,LOW
TXN00011231,1,4533.6,1,0,MEDIUM
TXN00011236,1,,0,0,LOW
TXN00011255,3,5747.65,2,0,HIGH
TXN00011260,1,292.66,0,0,MEDIUM
TXN00011270,2,2977.0,2,0,MEDIUM
TXN00011273,1,1062.27,0,1,CRITICAL
TXN00011275,1,10469.69,1,0,HIGH
TXN00011289,2,1340.0,1,1,CRITICAL
TXN00011307,1,4006.77,1,0,LOW
TXN00011308,1,16936.0,1,0,LOW
TXN00011332,1,529.68,0,0,MEDIUM
TXN00011350,1,188.6,0,0,MEDIUM
TXN00011351,1,4601.18,1,0,MEDIUM
TXN00011359,1,6170.83,0,0,MEDIUM
TXN00011368,1,3661.74,1,0,MEDIUM
TXN00011383,1,1933.11,0,0,MEDIUM
TXN00011390,1,681.66,0,0,HIGH
TXN00011396,1,205.54,1,0,HIGH
TXN00011403,2,3089.23,1,0,HIGH
TXN00011412,1,1142.95,0,0,LOW
TXN00011416,1,648.02,0,0,HIGH
TXN00011425,1,,1,0,MEDIUM
TXN00011430,1,,0,0,MEDIUM
TXN00011455,2,3012.1,1,0,MEDIUM
TXN00011466,1,860.0,1,0,HIGH
TXN00011475,1,,1,0,MEDIUM
TXN00011489,1,1419.0,0,0,LOW
TXN00011491,1,1506.11,1,0,LOW
TXN00011494,1,,0,0,LOW
TXN00011498,1,1209.77,1,0,LOW
TXN00011503,2,3250.67,1,0,HIGH
TXN00011510,1,7271.24,1,0,LOW
TXN00011522,1,1768.79,1,0,HIGH
TXN00011524,1,3021.0,0,0,LOW
TXN00011525,1,3875.84,1,0,MEDIUM
TXN00011527,1,1443.54,1,0,MEDIUM
TXN00011539,1,1528.98,1,0,HIGH
TXN00011546,1,3305.27,0,0,LOW
TXN00011553,1,1996.81,1,0,LOW
TXN00011560,1,2932.55,0,0,HIGH
TXN00011566,2,496.2,2,2,CRITICAL
TXN00011567,1,,0,0,MEDIUM
TXN00011579,1,4186.0,0,1,CRITICAL
TXN00011614,2,918.86,0,0,MEDIUM
TXN00011615,1,,0,0,MEDIUM
TXN00011619,1,,1,0,LOW
TXN00011621,1,,0,0,MEDIUM
TXN00011623,1,3487.78,0,0,HIGH
TXN00011628,1,6328.27,1,1,CRITICAL
TXN00011647,1,8725.14,1,0,HIGH
TXN00011648,1,2218.94,0,0,MEDIUM
TXN00011669,1,19475.24,1,0,MEDIUM
TXN00011689,1,473.27,0,0,LOW
TXN00011692,1,3309.0,1,0,MEDIUM
TXN00011700,1,14999.55,1,0,LOW
TXN00011788,1,4428.67,0,0,LOW
TXN00011825,1,3123.85,1,0,LOW
TXN00011829,1,,1,0,HIGH
TXN00011858,2,9993.63,1,0,MEDIUM
TXN00011866,1,628.55,0,0,LOW
TXN00011868,1,1080.46,1,0,LOW
TXN00011869,1,8004.21,0,1,CRITICAL
TXN00011877,1,728.14,1,0,MEDIUM
TXN00011889,1,1592.55,0,0,LOW
TXN00011891,1,146.7,1,0,HIGH
TXN00011898,1,2771.91,0,0,LOW
TXN00011910,1,3498.93,0,0,LOW
TXN00011912,1,2559.27,0,0,LOW
TXN00011934,1,,0,0,MEDIUM
TXN00011955,1,,1,0,LOW
TXN00011957,2,3972.42,2,0,MEDIUM
TXN00011962,1,6403.5,0,0,LOW
TXN00011968,1,,1,0,MEDIUM
TXN00011970,1,164.3,0,0,MEDIUM
TXN00011973,1,50.0,1,0,HIGH
TXN00011978,1,466.0,1,0,LOW
TXN00011981,1,17594.04,1,0,LOW
TXN00011998,1,,0,0,LOW
TXN00012003,1,1641.33,1,0,MEDIUM
TXN00012026,2,9310.0,0,0,LOW
TXN00012027,1,,0,0,LOW
TXN00012030,1,,0,0,LOW
TXN00012035,1,1897.14,1,0,MEDIUM
TXN00012038,1,,0,0,LOW
TXN00012039,1,966.0,1,0,HIGH
TXN00012046,1,2431.27,1,0,MEDIUM
TXN00012053,1,1200.13,0,1,CRITICAL
TXN00012054,1,666.76,1,0,HIGH
TXN00012064,1,786.31,1,0,MEDIUM
TXN00012089,1,1931.29,1,0,LOW
TXN00012093,1,3867.32,0,1,CRITICAL
TXN00012094,1,878.0,0,0,LOW
TXN00012098,1,708.0,0,0,LOW
TXN00012105,1,1866.96,1,0,LOW
TXN00012123,1,4232.74,0,0,MEDIUM
TXN00012133,2,8852.529999999999,2,0,MEDIUM
TXN00012142,1,355.28,0,0,HIGH
TXN00012155,1,348.42,1,0,MEDIUM
TXN00012156,1,,0,0,MEDIUM
TXN00012165,1,,1,0,LOW
TXN00012172,1,,0,0,LOW
TXN00012176,1,4272.46,0,0,LOW
TXN00012186,1,4466.44,1,0,LOW
TXN00012192,1,,1,0,MEDIUM
TXN00012193,1,1913.11,0,0,HIGH
TXN00012199,1,879.0,1,0,LOW
TXN00012205,1,2093.79,1,0,MEDIUM
TXN00012208,1,5802.45,0,0,MEDIUM
TXN00012210,1,1467.32,0,0,HIGH
TXN00012212,1,2586.86,1,0,LOW
TXN00012216,1,972.52,1,0,LOW
TXN00012234,1,1786.57,1,1,CRITICAL
TXN00012235,1,,1,0,MEDIUM
TXN00012239,1,6796.0,0,0,MEDIUM
TXN00012253,1,1245.84,1,1,CRITICAL
TXN00012289,1,5071.86,0,0,LOW
TXN00012306,2,,2,0,LOW
TXN00012331,1,1246.25,1,0,MEDIUM
TXN00012334,1,1521.74,1,0,HIGH
TXN00012346,1,1010.1,1,0,HIGH
TXN00012360,1,,0,0,LOW
TXN00012362,2,5148.1900000000005,1,1,CRITICAL
TXN00012370,1,,1,0,MEDIUM
TXN00012384,1,461.01,1,0,MEDIUM
TXN00012387,1,,0,0,MEDIUM
TXN00012389,1,1247.52,1,0,LOW
TXN00012392,1,687.06,1,0,MEDIUM
TXN00012401,1,13235.72,0,0,LOW
TXN00012403,1,,1,1,CRITICAL
TXN00012405,1,1837.0,0,0,MEDIUM
TXN00012406,1,,1,0,LOW
TXN00012423,1,591.32,0,0,HIGH
TXN00012434,1,2898.89,0,0,MEDIUM
TXN00012439,1,1778.59,0,0,MEDIUM
TXN00012446,1,1105.07,0,0,MEDIUM
TXN00012462,1,7714.0,0,0,LOW
TXN00012467,1,1654.78,1,0,LOW
TXN00012475,1,11540.0,1,0,LOW
TXN00012480,1,2178.0,0,0,HIGH
TXN00012491,1,,0,0,HIGH
TXN00012512,1,3164.0,0,0,MEDIUM
TXN00012527,1,2311.0,0,0,LOW
TXN00012539,1,7039.0,1,0,LOW
TXN00012543,1,,0,0,LOW
TXN00012545,1,886.93,0,0,HIGH
TXN00012553,1,901.62,0,0,LOW
TXN00012555,1,2740.59,1,0,LOW
TXN00012568,1,15086.0,1,0,LOW
TXN00012584,1,397.91,0,0,LOW
TXN00012588,1,1181.22,1,1,CRITICAL
TXN00012590,1,8645.0,0,1,CRITICAL
TXN00012596,1,1692.85,1,0,LOW
TXN00012615,1,2049.68,1,0,MEDIUM
TXN00012629,1,3056.74,1,0,MEDIUM
TXN00012639,1,3681.26,1,0,HIGH
TXN00012640,1,3800.84,1,0,HIGH
TXN00012645,1,,0,0,LOW
TXN00012649,1,2202.7,1,0,HIGH
TXN00012654,1,326.32,0,0,LOW
TXN00012655,1,5677.69,1,0,MEDIUM
TXN00012661,1,4457.64,0,0,MEDIUM
TXN00012665,1,3223.69,1,1,CRITICAL
TXN00012671,1,739.17,0,0,MEDIUM
TXN00012679,1,1851.93,1,0,MEDIUM
TXN00012698,1,2283.53,1,0,HIGH
TXN00012704,1,2025.76,0,0,HIGH
TXN00012709,1,,1,0,MEDIUM
TXN00012710,1,1691.84,1,0,LOW
TXN00012715,2,679.16,2,0,HIGH
TXN00012720,1,1297.0,0,0,LOW
TXN00012726,1,360.49,1,0,LOW
TXN00012727,1,847.6,0,1,CRITICAL
TXN00012729,1,1232.87,1,0,LOW
TXN00012741,1,863.52,1,0,MEDIUM
TXN00012764,2,10959.34,1,0,MEDIUM
TXN00012795,1,4081.84,0,0,MEDIUM
TXN00012801,1,2374.29,0,0,MEDIUM
TXN00012807,1,122.0,1,0,LOW
TXN00012810,2,,1,0,MEDIUM
TXN00012829,1,4506.23,0,0,HIGH
TXN00012832,1,,1,0,LOW
TXN00012860,2,9252.0,2,0,LOW
TXN00012872,1,4857.19,1,0,HIGH
TXN00012882,1,1791.89,0,0,MEDIUM
TXN00012893,2,,0,0,LOW
TXN00012902,1,586.88,1,0,LOW
TXN00012907,1,,0,0,LOW
TXN00012918,1,2316.9,0,0,MEDIUM
TXN00012927,1,10469.4,0,0,MEDIUM
TXN00012935,1,7997.0,1,0,LOW
TXN00012937,1,2574.17,0,0,MEDIUM
TXN00012938,1,3749.0,1,0,LOW
TXN00012946,2,3627.95,0,0,HIGH
TXN00012951,1,2826.0,0,0,LOW
TXN00012952,2,874.25,2,0,LOW
TXN00012958,1,1142.21,1,0,LOW
TXN00012972,1,1647.57,0,1,CRITICAL
TXN00012979,1,21185.86,0,0,LOW
TXN00012981,1,1168.0,1,0,HIGH
TXN00012989,1,2439.31,1,0,LOW
TXN00012990,1,3464.25,0,0,HIGH
TXN00012992,1,1617.78,1,0,LOW
TXN00012998,1,1570.15,0,0,HIGH
TXN00013005,1,3734.7,1,0,LOW
TXN00013006,1,,0,0,MEDIUM
TXN00013020,1,2027.64,1,0,MEDIUM
TXN00013029,1,1491.88,0,0,MEDIUM
TXN00013039,1,7884.27,0,0,MEDIUM
TXN00013042,1,5855.28,0,0,MEDIUM
TXN00013045,2,1889.29,0,0,LOW
TXN00013051,1,7272.0,1,0,LOW
TXN00013060,1,255.73,1,0,MEDIUM
TXN00013063,1,395.16,0,0,MEDIUM
TXN00013078,2,30866.46,2,1,CRITICAL
TXN00013090,1,1588.36,1,0,MEDIUM
TXN00013096,1,8307.14,0,1,CRITICAL
TXN00013098,1,,1,0,MEDIUM
TXN00013105,1,,0,0,LOW
TXN00013107,3,5623.62,2,0,HIGH
TXN00013111,1,,1,0,HIGH
TXN00013116,1,1464.53,0,0,MEDIUM
TXN00013117,1,355.32,1,1,CRITICAL
TXN00013127,1,1935.98,1,0,HIGH
TXN00013129,1,1549.0,0,0,LOW
TXN00013141,1,7638.7,1,1,CRITICAL
TXN00013144,1,688.92,1,0,HIGH
TXN00013147,1,4819.26,1,0,LOW
TXN00013162,2,3403.35,1,0,HIGH
TXN00013171,1,1091.17,1,0,HIGH
TXN00013175,1,917.0,1,0,HIGH
TXN00013194,1,,1,0,MEDIUM
TXN00013196,1,4814.0,1,0,MEDIUM
TXN00013202,1,1331.0,1,1,CRITICAL
TXN00013206,1,26477.69,1,0,HIGH
TXN00013230,1,1323.41,1,0,LOW
TXN00013236,1,6523.57,1,0,LOW
TXN00013237,1,405.0,1,0,MEDIUM
TXN00013246,1,5800.55,0,0,LOW
TXN00013258,1,6771.0,0,0,MEDIUM
TXN00013266,1,6391.92,1,0,HIGH
TXN00013273,1,465.76,1,0,HIGH
TXN00013275,1,666.32,1,0,MEDIUM
TXN00013293,2,1939.67,1,0,HIGH
TXN00013301,1,,0,0,HIGH
TXN00013323,1,1986.27,1,0,MEDIUM
TXN00013326,1,2161.57,1,0,MEDIUM
TXN00013350,1,1837.87,1,0,MEDIUM
TXN00013355,1,6746.58,0,0,LOW
TXN00013358,1,2097.39,0,0,LOW
TXN00013363,1,740.0,0,0,LOW
TXN00013367,1,18514.67,1,0,LOW
TXN00013381,2,2423.25,1,0,MEDIUM
TXN00013395,1,6485.64,0,0,MEDIUM
TXN00013396,1,203.0,1,0,LOW
TXN00013406,1,6052.19,1,0,HIGH
TXN00013412,1,90.88,0,0,LOW
TXN00013418,1,6925.85,0,0,MEDIUM
TXN00013423,1,498.7,1,0,MEDIUM
TXN00013424,1,3989.1,1,0,LOW
TXN00013432,1,616.19,0,0,LOW
TXN00013438,1,532.41,0,0,MEDIUM
TXN00013452,1,,1,0,MEDIUM
TXN00013472,1,4341.0,1,0,LOW
TXN00013473,1,2485.28,1,0,MEDIUM
TXN00013474,1,3303.95,1,0,LOW
TXN00013496,1,3536.59,0,0,LOW
TXN00013498,1,469.12,1,0,LOW
TXN00013500,1,,1,0,LOW
TXN00013503,1,2276.34,0,0,MEDIUM
TXN00013507,1,384.66,1,0,MEDIUM
TXN00013519,1,4980.8,1,0,HIGH
TXN00013524,1,2142.84,1,0,LOW
TXN00013526,1,1210.19,0,1,CRITICAL
TXN00013530,2,13780.14,2,1,CRITICAL
TXN00013531,1,2390.0,1,0,LOW
TXN00013539,1,1619.34,0,0,MEDIUM
TXN00013545,1,2483.0,0,0,LOW
TXN00013557,1,5693.78,1,0,LOW
TXN00013564,1,,1,0,MEDIUM
TXN00013581,1,162.44,0,0,LOW
TXN00013592,1,1528.43,0,0,LOW
TXN00013593,1,792.99,1,0,MEDIUM
TXN00013602,1,2090.68,1,1,CRITICAL
TXN00013623,2,9041.04,1,0,HIGH
TXN00013632,1,1178.89,1,0,MEDIUM
TXN00013636,1,8898.0,0,0,MEDIUM
TXN00013646,1,5986.31,1,0,LOW
TXN00013653,1,,1,0,MEDIUM
TXN00013665,1,,0,0,HIGH
TXN00013670,1,4375.63,0,0,MEDIUM
TXN00013687,1,506.18,1,0,HIGH
TXN00013693,1,1899.73,0,0,HIGH
TXN00013720,1,4933.23,1,0,LOW
TXN00013726,1,6019.31,1,0,HIGH
TXN00013740,2,650.92,2,0,MEDIUM
TXN00013741,2,3512.46,0,0,HIGH
TXN00013742,1,3062.43,1,0,HIGH
TXN00013744,1,1223.91,0,0,HIGH
TXN00013752,1,1283.33,1,0,HIGH
TXN00013763,1,306.11,1,0,MEDIUM
TXN00013806,1,6623.0,1,0,LOW
TXN00013810,1,4552.67,0,0,LOW
TXN00013811,1,2059.37,1,0,MEDIUM
TXN00013813,1,,0,0,MEDIUM
TXN00013816,1,,0,0,LOW
TXN00013826,1,,0,0,LOW
TXN00013866,1,,0,0,LOW
TXN00013883,1,3588.0,1,0,MEDIUM
TXN00013884,1,3072.71,1,0,HIGH
TXN00013900,1,1310.19,1,0,MEDIUM
TXN00013909,2,1285.1999999999998,0,1,CRITICAL
TXN00013910,1,877.44,1,0,HIGH
TXN00013912,1,,1,0,HIGH
TXN00013916,1,804.06,0,0,MEDIUM
TXN00013922,1,,1,0,MEDIUM
TXN00013925,1,3151.89,0,0,MEDIUM
TXN00013934,2,8215.3,2,0,HIGH
TXN00013935,1,1513.85,1,0,LOW
TXN00013948,1,7171.27,1,0,LOW
TXN00013962,1,1826.0,0,0,MEDIUM
TXN00013993,1,2111.63,1,0,LOW
TXN00013994,1,522.4,0,0,MEDIUM
TXN00014010,2,3767.1,2,0,HIGH
TXN00014011,1,1125.73,1,0,LOW
TXN00014015,1,1855.84,1,0,MEDIUM
TXN00014016,1,2538.7,1,0,LOW
TXN00014019,2,3936.95,1,0,MEDIUM
TXN00014032,1,358.19,1,0,LOW
TXN00014046,1,4405.58,1,0,LOW
TXN00014054,2,4010.97,0,0,LOW
TXN00014058,2,1591.3200000000002,2,2,CRITICAL
TXN00014060,1,613.53,0,1,CRITICAL
TXN00014062,1,1078.9,1,0,LOW
TXN00014076,1,1915.56,1,0,LOW
TXN00014077,1,411.2,1,0,HIGH
TXN00014086,2,4678.84,0,0,MEDIUM
TXN00014087,1,4901.36,0,0,LOW
TXN00014090,1,848.3,1,0,MEDIUM
TXN00014094,1,,1,0,MEDIUM
TXN00014106,1,1547.17,1,0,LOW
TXN00014118,1,3230.0,0,0,MEDIUM
TXN00014122,2,881.14,0,0,MEDIUM
TXN00014130,1,6351.69,1,0,MEDIUM
TXN00014145,1,3888.0,0,0,LOW
TXN00014147,1,2551.0,1,0,LOW
TXN00014155,1,2193.93,0,0,MEDIUM
TXN00014162,1,4363.63,1,0,LOW
TXN00014165,1,,1,0,MEDIUM
TXN00014178,1,431.5,0,0,LOW
TXN00014187,1,972.0,0,0,LOW
TXN00014222,1,2187.0,0,0,LOW
TXN00014225,1,,1,0,MEDIUM
TXN00014252,1,,1,1,CRITICAL
TXN00014261,1,,1,0,MEDIUM
TXN00014266,1,,1,0,MEDIUM
TXN00014268,1,1797.0,1,0,MEDIUM
TXN00014274,1,3293.82,0,0,MEDIUM
TXN00014276,1,637.61,1,0,MEDIUM
TXN00014288,1,4255.52,1,0,MEDIUM
TXN00014295,1,3265.64,0,0,LOW
TXN00014298,1,665.91,1,0,MEDIUM
TXN00014312,1,4063.03,1,0,LOW
TXN00014316,1,1017.0,1,0,LOW
TXN00014323,1,8749.79,0,0,LOW
TXN00014324,1,1724.56,0,0,MEDIUM
TXN00014331,1,,1,0,HIGH
TXN00014343,1,2893.0,1,0,MEDIUM
TXN00014346,1,,1,0,LOW
TXN00014355,2,842.31,2,0,MEDIUM
TXN00014359,2,7284.0,0,0,LOW
TXN00014364,1,2489.04,0,0,LOW
TXN00014367,1,996.14,1,0,LOW
TXN00014374,1,1445.01,0,0,LOW
TXN00014381,1,1523.0,0,0,HIGH
TXN00014390,1,793.04,1,0,LOW
TXN00014392,1,4520.19,0,0,LOW
TXN00014396,1,1107.61,0,0,HIGH
TXN00014399,2,1136.92,2,0,HIGH
TXN00014405,1,6441.32,0,0,LOW
TXN00014410,1,2302.66,1,0,MEDIUM
TXN00014412,1,,0,0,MEDIUM
TXN00014413,2,2399.47,2,0,MEDIUM
TXN00014418,1,1393.43,1,0,MEDIUM
TXN00014426,1,4193.52,1,0,MEDIUM
TXN00014436,1,5439.35,1,0,HIGH
TXN00014440,1,12244.08,1,0,HIGH
TXN00014450,1,2438.0,1,0,LOW
TXN00014452,1,,0,0,LOW
TXN00014454,1,752.03,0,0,LOW
TXN00014456,2,18916.34,2,0,LOW
TXN00014460,1,651.01,0,0,HIGH
TXN00014470,1,,0,0,LOW
TXN00014471,1,2509.27,1,0,HIGH
TXN00014488,1,7101.31,0,0,MEDIUM
TXN00014491,1,3840.0,1,0,LOW
TXN00014492,2,,1,0,HIGH
TXN00014496,1,554.76,1,0,LOW
TXN00014515,1,181.44,1,0,LOW
TXN00014522,1,1098.78,1,0,LOW
TXN00014532,1,4825.86,0,0,HIGH
TXN00014536,1,,1,0,MEDIUM
TXN00014545,1,1623.27,0,1,CRITICAL
TXN00014556,1,13308.54,1,0,MEDIUM
TXN00014566,1,2311.12,1,0,HIGH
TXN00014582,1,,1,0,HIGH
TXN00014583,2,13537.1,2,0,LOW
TXN00014584,1,25463.16,0,0,MEDIUM
TXN00014601,1,689.0,1,0,LOW
TXN00014618,1,1047.67,0,0,MEDIUM
TXN00014620,1,501.3,0,0,MEDIUM
TXN00014621,1,264.51,1,0,MEDIUM
TXN00014627,1,4363.55,1,0,MEDIUM
TXN00014638,2,11829.79,1,0,HIGH
TXN00014640,1,5247.0,0,0,LOW
TXN00014655,1,290.31,1,0,HIGH
TXN00014659,1,1093.6,1,1,CRITICAL
TXN00014669,1,1596.0,0,0,LOW
TXN00014670,1,1969.23,1,0,MEDIUM
TXN00014672,1,1817.11,1,0,HIGH
TXN00014673,1,749.06,0,0,MEDIUM
TXN00014680,1,6017.37,0,0,LOW
TXN00014697,1,4816.24,0,0,MEDIUM
TXN00014701,1,4452.29,1,0,HIGH
TXN00014710,1,3089.13,1,0,MEDIUM
TXN00014711,1,1709.84,1,0,LOW
TXN00014722,1,336.91,1,0,MEDIUM
TXN00014731,1,4988.8,0,0,MEDIUM
TXN00014733,1,1558.23,1,0,HIGH
TXN00014743,1,,1,0,MEDIUM
TXN00014751,1,,1,0,MEDIUM
TXN00014774,2,4956.36,0,0,LOW
TXN00014785,1,1176.91,1,0,LOW
TXN00014790,1,350.19,0,0,MEDIUM
TXN00014793,1,641.02,1,0,HIGH
TXN00014794,1,975.44,1,0,MEDIUM
TXN00014807,1,,1,1,CRITICAL
TXN00014809,1,1458.95,0,0,HIGH
TXN00014814,1,7081.78,1,0,LOW
TXN00014824,1,898.64,1,0,LOW
TXN00014835,1,2565.94,1,0,MEDIUM
TXN00014836,1,,0,0,LOW
TXN00014849,1,2302.0,0,0,HIGH
TXN00014853,1,415.04,1,0,MEDIUM
TXN00014868,1,367.0,1,0,MEDIUM
TXN00014870,1,10657.19,1,0,LOW
TXN00014880,1,3936.04,0,0,MEDIUM
TXN00014884,1,,1,0,MEDIUM
